date,actual,arima_forecast,lower_ci,upper_ci
2009-02-06,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-07,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-08,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-09,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-10,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-11,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-12,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-13,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-14,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-15,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-16,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-17,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-18,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-19,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-20,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-21,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-22,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-23,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-24,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-25,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-26,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-27,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-28,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-01,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-02,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-03,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-04,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-05,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-06,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-07,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-08,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-09,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-10,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-11,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-12,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-13,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-14,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-15,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-16,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-17,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-18,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-19,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-20,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-21,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-22,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-23,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-24,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-25,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-26,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-27,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-28,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-29,,26.847146971997923,16.789921562908717,36.90437238108713
2009-03-30,,26.847146971997923,16.789921562908717,36.90437238108713
